Visit,Status,Targets,Configs,Orbits,Start_UT,start_UT_date,start_UT_time,start_TimeISO,End_UT,exp_(s)
15,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,12/24/2015 6:14,2015-12-24,6:14:21,2015-12-24 06:14:21,12/24/2015 9:20,11186
B4,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,12/24/2015 9:26,2015-12-24,9:26:10,2015-12-24 09:26:10,12/24/2015 15:20,21261
B5,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,12/26/2015 9:08,2015-12-26,9:08:01,2015-12-26 09:08:01,12/26/2015 15:03,21320
B6,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,12/26/2015 15:31,2015-12-26,15:31:00,2015-12-26 15:31:00,12/26/2015 21:25,21245
B7,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,12/27/2015 7:24,2015-12-27,7:24:03,2015-12-27 07:24:03,12/27/2015 13:19,21321
10,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,12/28/2015 13:37,2015-12-28,13:37:20,2015-12-28 13:37:20,12/28/2015 16:17,9584.000001
B8,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,12/29/2015 10:18,2015-12-29,10:18:00,2015-12-29 10:18:00,12/29/2015 16:13,21321
B9,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,1/2/2016 8:08,2016-01-02,8:08:31,2016-01-02 08:08:31,1/2/2016 14:03,21320
30,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,1/3/2016 4:49,2016-01-03,4:49:04,2016-01-03 04:49:04,1/3/2016 9:25,16609
20,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,1/10/2016 8:33,2016-01-10,8:33:03,2016-01-10 08:33:03,1/10/2016 11:12,9582
25,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,1/11/2016 6:48,2016-01-11,6:48:49,2016-01-11 06:48:49,1/11/2016 10:39,13841
A1,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,1/13/2016 12:52,2016-01-13,12:52:25,2016-01-13 12:52:25,1/13/2016 18:47,21315
A2,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,1/17/2016 7:30,2016-01-17,7:30:22,2016-01-17 07:30:22,1/17/2016 13:25,21316
16,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,1/20/2016 11:50,2016-01-20,11:50:09,2016-01-20 11:50:09,1/20/2016 14:29,9583
A3,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,1/23/2016 9:48,2016-01-23,9:48:41,2016-01-23 09:48:41,1/23/2016 15:44,21320
2,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,1/24/2016 9:40,2016-01-24,9:40:04,2016-01-24 09:40:04,1/24/2016 12:19,9584
32,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,1/25/2016 9:32,2016-01-25,9:32:50,2016-01-25 09:32:50,1/25/2016 12:11,9499
28,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,1/28/2016 9:05,2016-01-28,9:05:35,2016-01-28 09:05:35,1/28/2016 11:45,9584.000001
R1,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,2/17/2016 2:56,2016-02-17,2:56:07,2016-02-17 02:56:07,2/17/2016 6:03,11240
R3,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,2/17/2016 6:07,2016-02-17,6:07:56,2016-02-17 06:07:56,2/17/2016 12:02,21280
91,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,7/27/2016 16:47,2016-07-27,16:47:23,2016-07-27 16:47:23,7/27/2016 22:42,21313
92,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,7/28/2016 15:02,2016-07-28,15:02:50,2016-07-28 15:02:50,7/28/2016 20:58,21313
45,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,7/28/2016 21:24,2016-07-28,21:24:24,2016-07-28 21:24:24,7/29/2016 0:04,9584
93,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,7/29/2016 13:18,2016-07-29,13:18:20,2016-07-29 13:18:20,7/29/2016 19:39,22885
50,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,7/29/2016 19:39,2016-07-29,19:39:54,2016-07-29 19:39:54,7/29/2016 22:19,9582
55,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,7/30/2016 19:30,2016-07-30,19:30:52,2016-07-30 19:30:52,7/30/2016 22:10,9582
40,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,8/2/2016 14:17,2016-08-02,14:17:44,2016-08-02 14:17:44,8/2/2016 17:19,10919
95,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,8/2/2016 20:40,2016-08-02,20:40:00,2016-08-02 20:40:00,8/3/2016 2:35,21329
96,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,8/3/2016 20:31,2016-08-03,20:31:07,2016-08-03 20:31:07,8/4/2016 2:25,21279
97,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,8/4/2016 18:46,2016-08-04,18:46:49,2016-08-04 18:46:49,8/5/2016 0:41,21280
60,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,8/5/2016 1:07,2016-08-05,1:07:50,2016-08-05 01:07:50,8/5/2016 3:47,9581.999999
98,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,8/5/2016 17:02,2016-08-05,17:02:31,2016-08-05 17:02:31,8/5/2016 22:57,21280
99,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,8/7/2016 16:44,2016-08-07,16:44:03,2016-08-07 16:44:03,8/7/2016 22:39,21315
R4,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,8/21/2016 16:09,2016-08-21,16:09:55,2016-08-21 16:09:55,8/21/2016 22:05,21311
81,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,9/3/2016 12:36,2016-09-03,12:36:22,2016-09-03 12:36:22,9/3/2016 18:31,21315
82,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,9/4/2016 15:38,2016-09-04,15:38:06,2016-09-04 15:38:06,9/4/2016 21:33,21314
83,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,9/6/2016 10:33,2016-09-06,10:33:42,2016-09-06 10:33:42,9/6/2016 16:28,21313
37,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,9/8/2016 19:47,2016-09-08,19:47:33,2016-09-08 19:47:33,9/8/2016 23:49,14529
51,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,9/9/2016 18:02,2016-09-09,18:02:52,2016-09-09 18:02:52,9/9/2016 20:42,9581
63,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,9/10/2016 19:28,2016-09-10,19:28:54,2016-09-10 19:28:54,9/10/2016 23:30,14477
65,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,9/11/2016 12:58,2016-09-11,12:58:02,2016-09-11 12:58:02,9/11/2016 15:37,9580
67,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,9/11/2016 16:08,2016-09-11,16:08:47,2016-09-11 16:08:47,9/11/2016 18:48,9580
1,Archived,MACS1149,WFC3/UVIS,2,11/24/2014 1:11,2014-11-24,1:11:17,2014-11-24 01:11:17,11/24/2014 3:46,9312
2,Archived,MACS1149,WFC3/UVIS,2,11/24/2014 18:42,2014-11-24,18:42:00,2014-11-24 18:42:00,11/24/2014 21:17,9312
5,Archived,ABELLS1063,ACS/WFC_WFC3/UVIS,4,4/20/2016 16:59,2016-04-20,16:59:27,2016-04-20 16:59:27,4/20/2016 22:49,20989
6,Archived,ABELLS1063,ACS/WFC_WFC3/UVIS,4,4/27/2016 1:50,2016-04-27,1:50:36,2016-04-27 01:50:36,4/27/2016 7:37,20794
7,Archived,ABELLS1063,ACS/WFC_WFC3/UVIS,4,4/27/2016 19:13,2016-04-27,19:13:51,2016-04-27 19:13:51,4/28/2016 1:09,21316
8,Archived,ABELLS1063,ACS/WFC_WFC3/UVIS,4,4/28/2016 1:42,2016-04-28,1:42:57,2016-04-28 01:42:57,4/28/2016 7:31,20916
2,Archived,MACSJ0416,ACS/WFC_WFC3/UVIS,4,7/29/2016 22:58,2016-07-29,22:58:48,2016-07-29 22:58:48,7/30/2016 4:56,21464
1,Archived,MACSJ0416,ACS/WFC_WFC3/UVIS,4,8/1/2016 20:57,2016-08-01,20:57:59,2016-08-01 20:57:59,8/2/2016 2:52,21261
3,Archived,MACSJ0416,ACS/WFC_WFC3/UVIS,4,8/10/2016 21:12,2016-08-10,21:12:38,2016-08-10 21:12:38,8/11/2016 3:08,21374
9,Archived,ABELL370,ACS/WFC_WFC3/UVIS,4,8/20/2016 16:19,2016-08-20,16:19:15,2016-08-20 16:19:15,8/20/2016 22:16,21436
10,Archived,ABELL370,ACS/WFC_WFC3/UVIS,4,8/20/2016 22:40,2016-08-20,22:40:46,2016-08-20 22:40:46,8/21/2016 4:38,21436
4,Archived,MACSJ0416,ACS/WFC_WFC3/UVIS,4,9/1/2016 17:45,2016-09-01,17:45:49,2016-09-01 17:45:49,9/1/2016 23:42,21423
11,Archived,ABELL370,ACS/WFC_WFC3/UVIS,4,9/15/2016 13:55,2016-09-15,13:55:45,2016-09-15 13:55:45,9/15/2016 19:52,21433
12,Archived,ABELL370,ACS/WFC_WFC3/UVIS,4,9/16/2016 13:46,2016-09-16,13:46:21,2016-09-16 13:46:21,9/16/2016 19:43,21433
J1,Archived,ABELL370,WFC3/IR,1,2/8/2016 2:41,2016-02-08,2:41:22,2016-02-08 02:41:22,2/8/2016 3:40,3561
J2,Archived,ABELL370,WFC3/IR,1,2/14/2016 9:44,2016-02-14,9:44:16,2016-02-14 09:44:16,2/14/2016 10:43,3561
J3,Archived,ABELL370,WFC3/IR,1,2/22/2016 5:23,2016-02-22,5:23:31,2016-02-22 05:23:31,2/22/2016 6:22,3561
J4,Archived,ABELL370,WFC3/IR,1,8/17/2016 10:29,2016-08-17,10:29:56,2016-08-17 10:29:56,8/17/2016 12:36,7598
2,Archived,ABELL370,ACS/WFC,5,12/25/2010 2:45,2010-12-25,2:45:42,2010-12-25 02:45:42,12/25/2010 10:03,26284
