wave (um), F062, F087, F106, F129, F146, F158, F184, F213
0.982,0,0.9243,2.7924,0,2.7924,0,0,0
0.983,0,0.8374,2.7918,0,2.7918,0,0,0
0.984,0,0.7544,2.7915,0,2.7915,0,0,0
0.985,0,0.6759,2.7912,0,2.7912,0,0,0
0.986,0,0.6019,2.7905,0,2.7905,0,0,0
0.987,0,0.5327,2.7893,0,2.7893,0,0,0
0.988,0,0.4687,2.7882,0,2.7882,0,0,0
0.989,0,0.4099,2.7876,0,2.7876,0,0,0
0.99,0,0.3564,2.7872,0,2.7872,0,0,0
0.991,0,0.3079,2.7868,0,2.7868,0,0,0
0.992,0,0.2643,2.7863,0,2.7863,0,0,0
0.993,0,0.2254,2.7859,0,2.7859,0,0,0
0.994,0,0.1911,2.7854,0,2.7854,0,0,0
0.995,0,0.1609,2.785,0,2.785,0,0,0
0.996,0,0.1346,2.7846,0,2.7846,0,0,0
0.997,0,0.1119,2.7843,0,2.7843,0,0,0
0.998,0,0.0924,2.7838,0,2.7838,0,0,0
0.999,0,0.0757,2.7827,0,2.7827,0,0,0
1,0,0.0617,2.7816,0,2.7816,0,0,0
1.001,0,0.0499,2.7811,0,2.7811,0,0,0
1.002,0,0.0401,2.7809,0,2.7809,0,0,0
1.003,0,0.032,2.7806,0,2.7806,0,0,0
1.004,0,0.0254,2.7802,0,2.7802,0,0,0
1.005,0,0.02,2.7799,0,2.7799,0,0,0
1.006,0,0.0156,2.7796,0,2.7796,0,0,0
1.007,0,0.0121,2.7793,0,2.7793,0,0,0
1.008,0,0.0093,2.779,0,2.779,0,0,0
1.009,0,0.0071,2.7787,0,2.7787,0,0,0
1.01,0,0.0054,2.7784,0,2.7784,0,0,0
1.011,0,0.0041,2.7781,0,2.7781,0,0,0
1.012,0,0.0031,2.7778,0,2.7778,0,0,0
1.013,0,0.0023,2.7775,0,2.7775,0,0,0
1.014,0,0.0017,2.7772,0,2.7772,0,0,0
1.015,0,0.0012,2.777,0,2.777,0,0,0
1.016,0,0.0009,2.7767,0,2.7767,0,0,0
1.017,0,0.0007,2.7764,0,2.7764,0,0,0
1.018,0,0.0005,2.7762,0,2.7762,0,0,0
1.019,0,0.0003,2.7759,0,2.7759,0,0,0
1.02,0,0.0002,2.7757,0,2.7757,0,0,0
1.021,0,0.0002,2.7754,0,2.7754,0,0,0
1.022,0,0.0001,2.7752,0,2.7752,0,0,0
1.023,0,0.0001,2.7749,0,2.7749,0,0,0
1.024,0,0.0001,2.7747,0,2.7747,0,0,0
1.025,0,0,2.7745,0,2.7745,0,0,0
1.026,0,0,2.7743,0,2.7743,0,0,0
1.027,0,0,2.7741,0,2.7741,0,0,0
1.028,0,0,2.7739,0,2.7739,0,0,0
1.029,0,0,2.7736,0,2.7736,0,0,0
1.03,0,0,2.7735,0,2.7735,0,0,0
1.031,0,0,2.7734,0,2.7734,0,0,0
1.032,0,0,2.7731,0,2.7731,0,0,0
1.033,0,0,2.7723,0,2.7723,0,0,0
1.034,0,0,2.7714,0,2.7714,0,0,0
1.035,0,0,2.7711,0,2.7711,0,0,0
1.036,0,0,2.7711,0,2.7711,0,0,0
1.037,0,0,2.771,0,2.771,0,0,0
1.038,0,0,2.7708,0,2.7708,0,0,0
1.039,0,0,2.7707,0,2.7707,0,0,0
1.04,0,0,2.7706,0,2.7706,0,0,0
1.041,0,0,2.7705,0,2.7705,0,0,0
1.042,0,0,2.7704,0,2.7704,0,0,0
1.043,0,0,2.7703,0,2.7703,0,0,0
1.044,0,0,2.7702,0,2.7702,0,0,0
1.045,0,0,2.7701,0,2.7701,0,0,0
1.046,0,0,2.7701,0,2.7701,0,0,0
1.047,0,0,2.77,0,2.77,0,0,0
1.048,0,0,2.77,0,2.77,0,0,0
1.049,0,0,2.7699,0,2.7699,0,0,0
1.05,0,0,2.7699,0,2.7699,0,0,0
1.051,0,0,2.7699,0,2.7699,0,0,0
1.052,0,0,2.7699,0,2.7699,0,0,0
1.053,0,0,2.7699,0,2.7699,0,0,0
1.054,0,0,2.7699,0,2.7699,0,0,0
1.055,0,0,2.77,0,2.77,0,0,0
1.056,0,0,2.77,0,2.77,0,0,0
1.057,0,0,2.7701,0,2.7701,0,0,0
1.058,0,0,2.7701,0,2.7701,0,0,0
1.059,0,0,2.7702,0,2.7702,0,0,0
1.06,0,0,2.7703,0,2.7703,0,0,0
1.061,0,0,2.7704,0,2.7704,0,0,0
1.062,0,0,2.7705,0,2.7705,0,0,0
1.063,0,0,2.7706,0,2.7706,0,0,0
1.064,0,0,2.7707,0,2.7707,0,0,0
1.065,0,0,2.7708,0,2.7708,0,0,0
1.066,0,0,2.771,0,2.771,0,0,0
1.067,0,0,2.7711,0,2.7711,0,0,0
1.068,0,0,2.7712,0,2.7712,0,0,0
1.069,0,0,2.7714,0,2.7714,0,0,0
1.07,0,0,2.7715,0,2.7715,0,0,0
1.071,0,0,2.7717,0,2.7717,0,0,0
1.072,0,0,2.7718,0,2.7718,0,0,0
1.073,0,0,2.772,0,2.772,0,0,0
1.074,0,0,2.7721,0,2.7721,0,0,0
1.075,0,0,2.7723,0,2.7723,0,0,0
1.076,0,0,2.7725,0,2.7725,0,0,0
1.077,0,0,2.7726,0.0001,2.7726,0,0,0
1.078,0,0,2.7728,0.0001,2.7728,0,0,0
1.079,0,0,2.773,0.0001,2.773,0,0,0
1.08,0,0,2.7732,0.0002,2.7732,0,0,0
1.081,0,0,2.7732,0.0002,2.7732,0,0,0
1.082,0,0,2.7735,0.0003,2.7735,0,0,0
1.083,0,0,2.7744,0.0004,2.7744,0,0,0
1.084,0,0,2.7753,0.0005,2.7753,0,0,0
1.085,0,0,2.7756,0.0007,2.7756,0,0,0
1.086,0,0,2.7756,0.0009,2.7756,0,0,0
1.087,0,0,2.7758,0.0012,2.7758,0,0,0
1.088,0,0,2.776,0.0016,2.776,0,0,0
1.089,0,0,2.7762,0.0021,2.7762,0,0,0
1.09,0,0,2.7763,0.0027,2.7763,0,0,0
1.091,0,0,2.7765,0.0035,2.7765,0,0,0
1.092,0,0,2.7766,0.0045,2.7766,0,0,0
1.093,0,0,2.7768,0.0057,2.7768,0,0,0
1.094,0,0,2.7769,0.0072,2.7769,0,0,0
1.095,0,0,2.7771,0.0091,2.7771,0,0,0
1.096,0,0,2.7772,0.0114,2.7772,0,0,0
1.097,0,0,2.7772,0.0142,2.7772,0,0,0
1.098,0,0,2.7775,0.0176,2.7775,0,0,0
1.099,0,0,2.7785,0.0218,2.7785,0,0,0
1.1,0,0,2.7792,0.0267,2.7792,0,0,0
1.101,0,0,2.7786,0.0326,2.7786,0,0,0
1.102,0,0,2.7778,0.0396,2.7778,0,0,0
1.103,0,0,2.7776,0.0479,2.7776,0,0,0
1.104,0,0,2.7778,0.0575,2.7778,0,0,0
1.105,0,0,2.7778,0.0689,2.7778,0,0,0
1.106,0,0,2.7778,0.082,2.7778,0,0,0
1.107,0,0,2.7778,0.0971,2.7778,0,0,0
1.108,0,0,2.7778,0.1144,2.7778,0,0,0
1.109,0,0,2.7776,0.1342,2.7776,0,0,0
1.11,0,0,2.7778,0.1566,2.7778,0,0,0
1.111,0,0,2.7785,0.1819,2.7785,0,0,0
1.112,0,0,2.7791,0.2102,2.7791,0,0,0
1.113,0,0,2.7792,0.2418,2.7792,0,0,0
1.114,0,0,2.7791,0.2768,2.7791,0,0,0
1.115,0,0,2.7791,0.3153,2.7791,0,0,0
1.116,0,0,2.779,0.3575,2.779,0,0,0
1.117,0,0,2.7789,0.4034,2.7789,0,0,0
1.118,0,0,2.779,0.4532,2.779,0,0,0
1.119,0,0,2.7796,0.507,2.7796,0,0,0
1.12,0,0,2.7803,0.5645,2.7803,0,0,0
1.121,0,0,2.7804,0.6257,2.7804,0,0,0
1.122,0,0,2.7803,0.6905,2.7803,0,0,0
1.123,0,0,2.7802,0.7586,2.7802,0,0,0
1.124,0,0,2.7802,0.8299,2.7802,0,0,0
1.125,0,0,2.78,0.9041,2.78,0,0,0
1.126,0,0,2.7801,0.981,2.7801,0,0,0
1.127,0,0,2.7808,1.0603,2.7808,0,0,0
1.128,0,0,2.7815,1.1415,2.7815,0,0,0
1.129,0,0,2.7816,1.2238,2.7816,0,0,0
1.13,0,0,2.7815,1.307,2.7815,0,0,0
1.131,0,0,2.7815,1.3907,2.7815,0,0,0
1.132,0,0,2.7814,1.4745,2.7815,0,0,0
1.133,0,0,2.7813,1.5576,2.7813,0,0,0
1.134,0,0,2.7814,1.64,2.7815,0,0,0
1.135,0,0,2.7821,1.7214,2.7822,0,0,0
1.136,0,0,2.7828,1.8009,2.7829,0,0,0
1.137,0,0,2.783,1.878,2.7831,0,0,0
1.138,0,0,2.7828,1.9522,2.7829,0,0,0
1.139,0,0,2.7827,2.0236,2.7829,0,0,0
1.14,0,0,2.7827,2.0919,2.783,0,0,0
1.141,0,0,2.7827,2.1567,2.7831,0,0,0
1.142,0,0,2.7826,2.218,2.7831,0,0,0
1.143,0,0,2.7825,2.2755,2.7831,0,0,0
1.144,0,0,2.7824,2.3293,2.7832,0,0,0
1.145,0,0,2.7823,2.3792,2.7833,0,0,0
1.146,0,0,2.782,2.4253,2.7833,0,0,0
1.147,0,0,2.7815,2.4675,2.7833,0,0,0
1.148,0,0,2.7813,2.5063,2.7835,0,0,0
1.149,0,0,2.7815,2.5421,2.7843,0,0,0
1.15,0,0,2.7815,2.5745,2.7852,0,0,0
1.151,0,0,2.7809,2.6031,2.7855,0,0,0
1.152,0,0,2.7797,2.6285,2.7855,0,0,0
1.153,0,0,2.7784,2.6511,2.7856,0,0,0
1.154,0,0,2.7768,2.6711,2.7858,0,0,0
1.155,0,0,2.7748,2.6886,2.786,0,0,0
1.156,0,0,2.7724,2.704,2.7862,0,0,0
1.157,0,0,2.7695,2.7174,2.7864,0,0,0
1.158,0,0,2.7659,2.7289,2.7866,0,0,0
1.159,0,0,2.7615,2.7387,2.7867,0,0,0
1.16,0,0,2.7566,2.7473,2.787,0,0,0
1.161,0,0,2.7513,2.7553,2.788,0,0,0
