wave (um), F062, F087, F106, F129, F146, F158, F184, F213
2.138,0,0,0,0,0,0,0,2.8406
2.139,0,0,0,0,0,0,0,2.8411
2.14,0,0,0,0,0,0,0,2.8414
2.141,0,0,0,0,0,0,0,2.8417
2.142,0,0,0,0,0,0,0,2.8422
2.143,0,0,0,0,0,0,0,2.8432
2.144,0,0,0,0,0,0,0,2.8443
2.145,0,0,0,0,0,0,0,2.8448
2.146,0,0,0,0,0,0,0,2.8449
2.147,0,0,0,0,0,0,0,2.8451
2.148,0,0,0,0,0,0,0,2.8454
2.149,0,0,0,0,0,0,0,2.8457
2.15,0,0,0,0,0,0,0,2.8459
2.151,0,0,0,0,0,0,0,2.846
2.152,0,0,0,0,0,0,0,2.8462
2.153,0,0,0,0,0,0,0,2.8463
2.154,0,0,0,0,0,0,0,2.8464
2.155,0,0,0,0,0,0,0,2.8465
2.156,0,0,0,0,0,0,0,2.8466
2.157,0,0,0,0,0,0,0,2.8466
2.158,0,0,0,0,0,0,0,2.8467
2.159,0,0,0,0,0,0,0,2.8467
2.16,0,0,0,0,0,0,0,2.8467
2.161,0,0,0,0,0,0,0,2.8467
2.162,0,0,0,0,0,0,0,2.8467
2.163,0,0,0,0,0,0,0,2.8465
2.164,0,0,0,0,0,0,0,2.8466
2.165,0,0,0,0,0,0,0,2.8473
2.166,0,0,0,0,0,0,0,2.8479
2.167,0,0,0,0,0,0,0,2.848
2.168,0,0,0,0,0,0,0,2.8477
2.169,0,0,0,0,0,0,0,2.8475
2.17,0,0,0,0,0,0,0,2.8474
2.171,0,0,0,0,0,0,0,2.8473
2.172,0,0,0,0,0,0,0,2.8471
2.173,0,0,0,0,0,0,0,2.847
2.174,0,0,0,0,0,0,0,2.8468
2.175,0,0,0,0,0,0,0,2.8466
2.176,0,0,0,0,0,0,0,2.8464
2.177,0,0,0,0,0,0,0,2.8462
2.178,0,0,0,0,0,0,0,2.8459
2.179,0,0,0,0,0,0,0,2.8457
2.18,0,0,0,0,0,0,0,2.8454
2.181,0,0,0,0,0,0,0,2.8452
2.182,0,0,0,0,0,0,0,2.8449
2.183,0,0,0,0,0,0,0,2.8446
2.184,0,0,0,0,0,0,0,2.8443
2.185,0,0,0,0,0,0,0,2.844
2.186,0,0,0,0,0,0,0,2.8437
2.187,0,0,0,0,0,0,0,2.8434
2.188,0,0,0,0,0,0,0,2.8431
2.189,0,0,0,0,0,0,0,2.8428
2.19,0,0,0,0,0,0,0,2.8424
2.191,0,0,0,0,0,0,0,2.8419
2.192,0,0,0,0,0,0,0,2.8417
2.193,0,0,0,0,0,0,0,2.842
2.194,0,0,0,0,0,0,0,2.8424
2.195,0,0,0,0,0,0,0,2.8422
2.196,0,0,0,0,0,0,0,2.8416
2.197,0,0,0,0,0,0,0,2.841
2.198,0,0,0,0,0,0,0,2.8407
2.199,0,0,0,0,0,0,0,2.8411
2.2,0,0,0,0,0,0,0,2.8413
2.201,0,0,0,0,0,0,0,2.8409
2.202,0,0,0,0,0,0,0,2.8405
2.203,0,0,0,0,0,0,0,2.8407
2.204,0,0,0,0,0,0,0,2.841
2.205,0,0,0,0,0,0,0,2.8407
2.206,0,0,0,0,0,0,0,2.84
2.207,0,0,0,0,0,0,0,2.8395
2.208,0,0,0,0,0,0,0,2.839
2.209,0,0,0,0,0,0,0,2.8384
2.21,0,0,0,0,0,0,0,2.8378
2.211,0,0,0,0,0,0,0,2.8371
2.212,0,0,0,0,0,0,0,2.8365
2.213,0,0,0,0,0,0,0,2.836
2.214,0,0,0,0,0,0,0,2.8351
2.215,0,0,0,0,0,0,0,2.8335
2.216,0,0,0,0,0,0,0,2.8321
2.217,0,0,0,0,0,0,0,2.8319
2.218,0,0,0,0,0,0,0,2.8318
2.219,0,0,0,0,0,0,0,2.8311
2.22,0,0,0,0,0,0,0,2.8299
2.221,0,0,0,0,0,0,0,2.829
2.222,0,0,0,0,0,0,0,2.8278
2.223,0,0,0,0,0,0,0,2.8259
2.224,0,0,0,0,0,0,0,2.8239
2.225,0,0,0,0,0,0,0,2.8224
2.226,0,0,0,0,0,0,0,2.8211
2.227,0,0,0,0,0,0,0,2.8196
2.228,0,0,0,0,0,0,0,2.8179
2.229,0,0,0,0,0,0,0,2.8162
2.23,0,0,0,0,0,0,0,2.8143
2.231,0,0,0,0,0,0,0,2.8123
2.232,0,0,0,0,0,0,0,2.8101
2.233,0,0,0,0,0,0,0,2.8078
2.234,0,0,0,0,0,0,0,2.8053
2.235,0,0,0,0,0,0,0,2.8026
2.236,0,0,0,0,0,0,0,2.7997
2.237,0,0,0,0,0,0,0,2.7964
2.238,0,0,0,0,0,0,0,2.7932
2.239,0,0,0,0,0,0,0,2.7903
2.24,0,0,0,0,0,0,0,2.7872
2.241,0,0,0,0,0,0,0,2.7833
2.242,0,0,0,0,0,0,0,2.7786
2.243,0,0,0,0,0,0,0,2.7737
2.244,0,0,0,0,0,0,0,2.7687
2.245,0,0,0,0,0,0,0,2.764
2.246,0,0,0,0,0,0,0,2.7588
2.247,0,0,0,0,0,0,0,2.7527
2.248,0,0,0,0,0,0,0,2.7458
2.249,0,0,0,0,0,0,0,2.7385
2.25,0,0,0,0,0,0,0,2.731
2.251,0,0,0,0,0,0,0,2.7238
2.252,0,0,0,0,0,0,0,2.7161
2.253,0,0,0,0,0,0,0,2.7072
2.254,0,0,0,0,0,0,0,2.6975
2.255,0,0,0,0,0,0,0,2.6875
2.256,0,0,0,0,0,0,0,2.6766
2.257,0,0,0,0,0,0,0,2.6644
2.258,0,0,0,0,0,0,0,2.6516
2.259,0,0,0,0,0,0,0,2.6386
2.26,0,0,0,0,0,0,0,2.6252
2.261,0,0,0,0,0,0,0,2.6109
2.262,0,0,0,0,0,0,0,2.5957
2.263,0,0,0,0,0,0,0,2.5798
2.264,0,0,0,0,0,0,0,2.5631
2.265,0,0,0,0,0,0,0,2.5455
2.266,0,0,0,0,0,0,0,2.527
2.267,0,0,0,0,0,0,0,2.5076
2.268,0,0,0,0,0,0,0,2.4874
2.269,0,0,0,0,0,0,0,2.4662
2.27,0,0,0,0,0,0,0,2.4441
2.271,0,0,0,0,0,0,0,2.4211
2.272,0,0,0,0,0,0,0,2.3971
2.273,0,0,0,0,0,0,0,2.3722
2.274,0,0,0,0,0,0,0,2.3463
2.275,0,0,0,0,0,0,0,2.3195
2.276,0,0,0,0,0,0,0,2.2918
2.277,0,0,0,0,0,0,0,2.2631
2.278,0,0,0,0,0,0,0,2.2335
2.279,0,0,0,0,0,0,0,2.2029
2.28,0,0,0,0,0,0,0,2.1715
2.281,0,0,0,0,0,0,0,2.1392
2.282,0,0,0,0,0,0,0,2.106
2.283,0,0,0,0,0,0,0,2.072
2.284,0,0,0,0,0,0,0,2.0371
2.285,0,0,0,0,0,0,0,2.0015
2.286,0,0,0,0,0,0,0,1.9651
2.287,0,0,0,0,0,0,0,1.9281
2.288,0,0,0,0,0,0,0,1.8903
2.289,0,0,0,0,0,0,0,1.8519
2.29,0,0,0,0,0,0,0,1.813
2.291,0,0,0,0,0,0,0,1.7734
2.292,0,0,0,0,0,0,0,1.7335
2.293,0,0,0,0,0,0,0,1.693
2.294,0,0,0,0,0,0,0,1.6522
2.295,0,0,0,0,0,0,0,1.6109
2.296,0,0,0,0,0,0,0,1.5695
2.297,0,0,0,0,0,0,0,1.5282
2.298,0,0,0,0,0,0,0,1.4867
2.299,0,0,0,0,0,0,0,1.4448
2.3,0,0,0,0,0,0,0,1.4027
2.301,0,0,0,0,0,0,0,1.3608
2.302,0,0,0,0,0,0,0,1.3189
2.303,0,0,0,0,0,0,0,1.2768
2.304,0,0,0,0,0,0,0,1.235
2.305,0,0,0,0,0,0,0,1.1936
2.306,0,0,0,0,0,0,0,1.1527
2.307,0,0,0,0,0,0,0,1.112
2.308,0,0,0,0,0,0,0,1.0718
2.309,0,0,0,0,0,0,0,1.0323
2.31,0,0,0,0,0,0,0,0.9932
2.311,0,0,0,0,0,0,0,0.9545
2.312,0,0,0,0,0,0,0,0.9163
2.313,0,0,0,0,0,0,0,0.8787
2.314,0,0,0,0,0,0,0,0.8419
2.315,0,0,0,0,0,0,0,0.8058
2.316,0,0,0,0,0,0,0,0.7704
2.317,0,0,0,0,0,0,0,0.7358
2.318,0,0,0,0,0,0,0,0.702
2.319,0,0,0,0,0,0,0,0.6689
2.32,0,0,0,0,0,0,0,0.6367
2.321,0,0,0,0,0,0,0,0.6055
2.322,0,0,0,0,0,0,0,0.5752
2.323,0,0,0,0,0,0,0,0.5459
2.324,0,0,0,0,0,0,0,0.5175
2.325,0,0,0,0,0,0,0,0.49
2.326,0,0,0,0,0,0,0,0.4634
2.327,0,0,0,0,0,0,0,0.438
2.328,0,0,0,0,0,0,0,0.4134
2.329,0,0,0,0,0,0,0,0.3897
2.33,0,0,0,0,0,0,0,0.3669
2.331,0,0,0,0,0,0,0,0.345
2.332,0,0,0,0,0,0,0,0.3241
2.333,0,0,0,0,0,0,0,0.3041
2.334,0,0,0,0,0,0,0,0.285
2.335,0,0,0,0,0,0,0,0.2668
2.336,0,0,0,0,0,0,0,0.2495
2.337,0,0,0,0,0,0,0,0.2331
2.338,0,0,0,0,0,0,0,0.2175
2.339,0,0,0,0,0,0,0,0.2026
2.34,0,0,0,0,0,0,0,0.1886
2.341,0,0,0,0,0,0,0,0.1753
2.342,0,0,0,0,0,0,0,0.1628
2.343,0,0,0,0,0,0,0,0.151
2.344,0,0,0,0,0,0,0,0.1399
2.345,0,0,0,0,0,0,0,0.1294
2.346,0,0,0,0,0,0,0,0.1195
2.347,0,0,0,0,0,0,0,0.1103
2.348,0,0,0,0,0,0,0,0.1016
2.349,0,0,0,0,0,0,0,0.0935
2.35,0,0,0,0,0,0,0,0.086
2.351,0,0,0,0,0,0,0,0.079
2.352,0,0,0,0,0,0,0,0.0724
2.353,0,0,0,0,0,0,0,0.0664
2.354,0,0,0,0,0,0,0,0.0607
2.355,0,0,0,0,0,0,0,0.0555
2.356,0,0,0,0,0,0,0,0.0506
2.357,0,0,0,0,0,0,0,0.0461
2.358,0,0,0,0,0,0,0,0.042
2.359,0,0,0,0,0,0,0,0.0382
2.36,0,0,0,0,0,0,0,0.0347
2.361,0,0,0,0,0,0,0,0.0314
2.362,0,0,0,0,0,0,0,0.0285
2.363,0,0,0,0,0,0,0,0.0257
2.364,0,0,0,0,0,0,0,0.0233
2.365,0,0,0,0,0,0,0,0.021
2.366,0,0,0,0,0,0,0,0.0189
2.367,0,0,0,0,0,0,0,0.017
2.368,0,0,0,0,0,0,0,0.0153
2.369,0,0,0,0,0,0,0,0.0137
2.37,0,0,0,0,0,0,0,0.0123
2.371,0,0,0,0,0,0,0,0.011
2.372,0,0,0,0,0,0,0,0.0099
2.373,0,0,0,0,0,0,0,0.0088
2.374,0,0,0,0,0,0,0,0.0079
2.375,0,0,0,0,0,0,0,0.007
2.376,0,0,0,0,0,0,0,0.0062
2.377,0,0,0,0,0,0,0,0.0055
2.378,0,0,0,0,0,0,0,0.0049
2.379,0,0,0,0,0,0,0,0.0044
2.38,0,0,0,0,0,0,0,0.0039
2.381,0,0,0,0,0,0,0,0.0034
2.382,0,0,0,0,0,0,0,0.003
2.383,0,0,0,0,0,0,0,0.0026
2.384,0,0,0,0,0,0,0,0.0023
2.385,0,0,0,0,0,0,0,0.0021
2.386,0,0,0,0,0,0,0,0.0018
2.387,0,0,0,0,0,0,0,0.0016
2.388,0,0,0,0,0,0,0,0.0014
2.389,0,0,0,0,0,0,0,0.0012
2.39,0,0,0,0,0,0,0,0.0011
2.391,0,0,0,0,0,0,0,0.0009
2.392,0,0,0,0,0,0,0,0.0008
2.393,0,0,0,0,0,0,0,0.0007
2.394,0,0,0,0,0,0,0,0.0006
2.395,0,0,0,0,0,0,0,0.0005
2.396,0,0,0,0,0,0,0,0.0005
2.397,0,0,0,0,0,0,0,0.0004
2.398,0,0,0,0,0,0,0,0.0003
2.399,0,0,0,0,0,0,0,0.0003
2.4,0,0,0,0,0,0,0,0.0003
2.401,0,0,0,0,0,0,0,0.0002
2.402,0,0,0,0,0,0,0,0.0002
2.403,0,0,0,0,0,0,0,0.0002
2.404,0,0,0,0,0,0,0,0.0001
2.405,0,0,0,0,0,0,0,0.0001
2.406,0,0,0,0,0,0,0,0.0001
2.407,0,0,0,0,0,0,0,0.0001
2.408,0,0,0,0,0,0,0,0.0001
2.409,0,0,0,0,0,0,0,0.0001
2.41,0,0,0,0,0,0,0,0.0001
2.411,0,0,0,0,0,0,0,0
2.412,0,0,0,0,0,0,0,0
2.413,0,0,0,0,0,0,0,0
2.414,0,0,0,0,0,0,0,0
2.415,0,0,0,0,0,0,0,0
2.416,0,0,0,0,0,0,0,0
2.417,0,0,0,0,0,0,0,0
2.418,0,0,0,0,0,0,0,0
2.419,0,0,0,0,0,0,0,0
2.42,0,0,0,0,0,0,0,0
2.421,0,0,0,0,0,0,0,0
2.422,0,0,0,0,0,0,0,0
2.423,0,0,0,0,0,0,0,0
2.424,0,0,0,0,0,0,0,0
2.425,0,0,0,0,0,0,0,0
2.426,0,0,0,0,0,0,0,0
2.427,0,0,0,0,0,0,0,0
2.428,0,0,0,0,0,0,0,0
2.429,0,0,0,0,0,0,0,0
2.43,0,0,0,0,0,0,0,0
2.431,0,0,0,0,0,0,0,0
2.432,0,0,0,0,0,0,0,0
2.433,0,0,0,0,0,0,0,0
2.434,0,0,0,0,0,0,0,0
2.435,0,0,0,0,0,0,0,0
2.436,0,0,0,0,0,0,0,0
2.437,0,0,0,0,0,0,0,0
2.438,0,0,0,0,0,0,0,0
2.439,0,0,0,0,0,0,0,0
2.44,0,0,0,0,0,0,0,0
2.441,0,0,0,0,0,0,0,0
2.442,0,0,0,0,0,0,0,0
2.443,0,0,0,0,0,0,0,0
2.444,0,0,0,0,0,0,0,0
2.445,0,0,0,0,0,0,0,0
2.446,0,0,0,0,0,0,0,0
2.447,0,0,0,0,0,0,0,0
2.448,0,0,0,0,0,0,0,0
2.449,0,0,0,0,0,0,0,0
2.45,0,0,0,0,0,0,0,0
2.451,0,0,0,0,0,0,0,0
2.452,0,0,0,0,0,0,0,0
2.453,0,0,0,0,0,0,0,0
2.454,0,0,0,0,0,0,0,0
2.455,0,0,0,0,0,0,0,0
2.456,0,0,0,0,0,0,0,0
2.457,0,0,0,0,0,0,0,0
2.458,0,0,0,0,0,0,0,0
2.459,0,0,0,0,0,0,0,0
2.46,0,0,0,0,0,0,0,0
2.461,0,0,0,0,0,0,0,0
2.462,0,0,0,0,0,0,0,0
2.463,0,0,0,0,0,0,0,0
2.464,0,0,0,0,0,0,0,0
2.465,0,0,0,0,0,0,0,0
2.466,0,0,0,0,0,0,0,0
2.467,0,0,0,0,0,0,0,0
2.468,0,0,0,0,0,0,0,0
2.469,0,0,0,0,0,0,0,0
2.47,0,0,0,0,0,0,0,0
2.471,0,0,0,0,0,0,0,0
2.472,0,0,0,0,0,0,0,0
2.473,0,0,0,0,0,0,0,0
2.474,0,0,0,0,0,0,0,0
2.475,0,0,0,0,0,0,0,0
2.476,0,0,0,0,0,0,0,0
2.477,0,0,0,0,0,0,0,0
2.478,0,0,0,0,0,0,0,0
2.479,0,0,0,0,0,0,0,0
2.48,0,0,0,0,0,0,0,0
2.481,0,0,0,0,0,0,0,0
2.482,0,0,0,0,0,0,0,0
2.483,0,0,0,0,0,0,0,0
2.484,0,0,0,0,0,0,0,0
2.485,0,0,0,0,0,0,0,0
2.486,0,0,0,0,0,0,0,0
2.487,0,0,0,0,0,0,0,0
2.488,0,0,0,0,0,0,0,0
2.489,0,0,0,0,0,0,0,0
2.49,0,0,0,0,0,0,0,0
2.491,0,0,0,0,0,0,0,0
2.492,0,0,0,0,0,0,0,0
2.493,0,0,0,0,0,0,0,0
2.494,0,0,0,0,0,0,0,0
2.495,0,0,0,0,0,0,0,0
2.496,0,0,0,0,0,0,0,0
2.497,0,0,0,0,0,0,0,0
2.498,0,0,0,0,0,0,0,0
2.499,0,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0,0
2.501,0,0,0,0,0,0,0,0
2.502,0,0,0,0,0,0,0,0
2.503,0,0,0,0,0,0,0,0
2.504,0,0,0,0,0,0,0,0
2.505,0,0,0,0,0,0,0,0
2.506,0,0,0,0,0,0,0,0
2.507,0,0,0,0,0,0,0,0
2.508,0,0,0,0,0,0,0,0
2.509,0,0,0,0,0,0,0,0
2.51,0,0,0,0,0,0,0,0
2.511,0,0,0,0,0,0,0,0
2.512,0,0,0,0,0,0,0,0
2.513,0,0,0,0,0,0,0,0
2.514,0,0,0,0,0,0,0,0
2.515,0,0,0,0,0,0,0,0
2.516,0,0,0,0,0,0,0,0
2.517,0,0,0,0,0,0,0,0
2.518,0,0,0,0,0,0,0,0
2.519,0,0,0,0,0,0,0,0
2.52,0,0,0,0,0,0,0,0
2.521,0,0,0,0,0,0,0,0
2.522,0,0,0,0,0,0,0,0
2.523,0,0,0,0,0,0,0,0
2.524,0,0,0,0,0,0,0,0
2.525,0,0,0,0,0,0,0,0
2.526,0,0,0,0,0,0,0,0
2.527,0,0,0,0,0,0,0,0
2.528,0,0,0,0,0,0,0,0
2.529,0,0,0,0,0,0,0,0
2.53,0,0,0,0,0,0,0,0
2.531,0,0,0,0,0,0,0,0
2.532,0,0,0,0,0,0,0,0
2.533,0,0,0,0,0,0,0,0
2.534,0,0,0,0,0,0,0,0
2.535,0,0,0,0,0,0,0,0
2.536,0,0,0,0,0,0,0,0
2.537,0,0,0,0,0,0,0,0
2.538,0,0,0,0,0,0,0,0
2.539,0,0,0,0,0,0,0,0
2.54,0,0,0,0,0,0,0,0
2.541,0,0,0,0,0,0,0,0
2.542,0,0,0,0,0,0,0,0
2.543,0,0,0,0,0,0,0,0
2.544,0,0,0,0,0,0,0,0
2.545,0,0,0,0,0,0,0,0
2.546,0,0,0,0,0,0,0,0
2.547,0,0,0,0,0,0,0,0
2.548,0,0,0,0,0,0,0,0
2.549,0,0,0,0,0,0,0,0
2.55,0,0,0,0,0,0,0,0
2.551,0,0,0,0,0,0,0,0
2.552,0,0,0,0,0,0,0,0
2.553,0,0,0,0,0,0,0,0
2.554,0,0,0,0,0,0,0,0
2.555,0,0,0,0,0,0,0,0
2.556,0,0,0,0,0,0,0,0
2.557,0,0,0,0,0,0,0,0
2.558,0,0,0,0,0,0,0,0
2.559,0,0,0,0,0,0,0,0
2.56,0,0,0,0,0,0,0,0
2.561,0,0,0,0,0,0,0,0
2.562,0,0,0,0,0,0,0,0
2.563,0,0,0,0,0,0,0,0
2.564,0,0,0,0,0,0,0,0
2.565,0,0,0,0,0,0,0,0
2.566,0,0,0,0,0,0,0,0
2.567,0,0,0,0,0,0,0,0
2.568,0,0,0,0,0,0,0,0
2.569,0,0,0,0,0,0,0,0
2.57,0,0,0,0,0,0,0,0
2.571,0,0,0,0,0,0,0,0
2.572,0,0,0,0,0,0,0,0
2.573,0,0,0,0,0,0,0,0
2.574,0,0,0,0,0,0,0,0
2.575,0,0,0,0,0,0,0,0
2.576,0,0,0,0,0,0,0,0
2.577,0,0,0,0,0,0,0,0
2.578,0,0,0,0,0,0,0,0
2.579,0,0,0,0,0,0,0,0
2.58,0,0,0,0,0,0,0,0
2.581,0,0,0,0,0,0,0,0
2.582,0,0,0,0,0,0,0,0
2.583,0,0,0,0,0,0,0,0
2.584,0,0,0,0,0,0,0,0
2.585,0,0,0,0,0,0,0,0
2.586,0,0,0,0,0,0,0,0
2.587,0,0,0,0,0,0,0,0
2.588,0,0,0,0,0,0,0,0
2.589,0,0,0,0,0,0,0,0
2.59,0,0,0,0,0,0,0,0
2.591,0,0,0,0,0,0,0,0
2.592,0,0,0,0,0,0,0,0
2.593,0,0,0,0,0,0,0,0
2.594,0,0,0,0,0,0,0,0
2.595,0,0,0,0,0,0,0,0
2.596,0,0,0,0,0,0,0,0
2.597,0,0,0,0,0,0,0,0
2.598,0,0,0,0,0,0,0,0
2.599,0,0,0,0,0,0,0,0
